Sorting - step1,Sorting-step1_Process_time,Sorting - step2,Sorting-step2_Process_time,Sorting - step3,Sorting-step3_Process_time
aaxwrpbz,6.120987899999999,aazeqmuvw,9.9707357,aazeqmuvw,19.766483000000004
aazeqmuvw,6.120987899999999,aazwpyirz,9.9707357,aazwpyirz,19.766483000000004
aazwpyirz,6.120987899999999,aazzqempaibxq,9.9707357,aazzqempaibxq,19.766483000000004
aazzqempaibxq,6.120987899999999,aazzqempaibxq,9.9707357,aazzqempaibxq,19.766483000000004
abbci,6.120987899999999,abbci,9.9707357,abbci,19.766483000000004
abbdfhxggfqwsq,6.120987899999999,abbdfhxggfqwsq,9.9707357,abbdfhxggfqwsq,19.766483000000004
abbdysmy,6.120987899999999,abbdysmy,9.9707357,abbdysmy,19.766483000000004
abbnucjni,6.120987899999999,abbnucjni,9.9707357,abbnucjni,19.766483000000004
abbupo,6.120987899999999,abbupo,9.9707357,abbupo,19.766483000000004
abcbmphhaac,6.120987899999999,abcbmphhaac,9.9707357,abcbmphhaac,19.766483000000004
abcnvawdrefma,6.120987899999999,abcnvawdrefma,9.9707357,abcnvawdrefma,19.766483000000004
abdmr,6.120987899999999,abdmr,9.9707357,abdmr,19.766483000000004
abdsnqnylufvi,6.120987899999999,abeabxqod,9.9707357,abeabxqod,19.766483000000004
abeabxqod,6.120987899999999,abfebrsldzt,9.9707357,abfebrsldzt,19.766483000000004
abfebrsldzt,6.120987899999999,abginbhps,9.9707357,abginbhps,19.766483000000004
abginbhps,6.120987899999999,abhakdkac,9.9707357,abhakdkac,19.766483000000004
abhakdkac,6.120987899999999,abhbbzhmz,9.9707357,abhbbzhmz,19.766483000000004
abhbbzhmz,6.120987899999999,abhpnldk,9.9707357,abhpnldk,19.766483000000004
abhpnldk,6.120987899999999,abigkgge,9.9707357,abigkgge,19.766483000000004
abigkgge,6.120987899999999,abilajnvvidnij,9.9707357,abilajnvvidnij,19.766483000000004
abilajnvvidnij,6.120987899999999,abiqd,9.9707357,abiqd,19.766483000000004
abiqd,6.120987899999999,abjncxhcbpwq,9.9707357,abjncxhcbpwq,19.766483000000004
abjncxhcbpwq,6.120987899999999,abkror,9.9707357,abkror,19.766483000000004
abkror,6.120987899999999,ablgdid,9.9707357,ablgdid,19.766483000000004
ablgdid,6.120987899999999,ablzcp,9.9707357,ablzcp,19.766483000000004
ablzcp,6.120987899999999,abnlvbyms,9.9707357,abnlvbyms,19.766483000000004
abnlvbyms,6.120987899999999,abounrzfxmstbp,9.9707357,abounrzfxmstbp,19.766483000000004
abounrzfxmstbp,6.120987899999999,abqbhdrrbdcb,9.9707357,abqbhdrrbdcb,19.766483000000004
abpwnz,6.120987899999999,abqpxx,9.9707357,abqpxx,19.766483000000004
abqbhdrrbdcb,6.120987899999999,abqqrwfzl,9.9707357,abqqrwfzl,19.766483000000004
abqpxx,6.120987899999999,abrkue,9.9707357,abrkue,19.766483000000004
abqqrwfzl,6.120987899999999,abrkue,9.9707357,abrkue,19.766483000000004
abrkue,6.120987899999999,abtqywepkoqw,9.9707357,abtqywepkoqw,19.766483000000004
abtqywepkoqw,6.120987899999999,abwldtxenyuajv,9.9707357,abwldtxenyuajv,19.766483000000004
abwldtxenyuajv,6.120987899999999,abxigfpizbyv,9.9707357,abxigfpizbyv,19.766483000000004
abwnllcj,6.120987899999999,abxkmlss,9.9707357,abxkmlss,19.766483000000004
abxigfpizbyv,6.120987899999999,acasimigoqshu,9.9707357,acasimigoqshu,19.766483000000004
abxkmlss,6.120987899999999,acbqjgym,9.9707357,acbqjgym,19.766483000000004
acasimigoqshu,6.120987899999999,acbqjgym,9.9707357,acbqjgym,19.766483000000004
acbqjgym,6.120987899999999,acchy,9.9707357,acchy,19.766483000000004
acchy,6.120987899999999,acdhchwt,9.9707357,acdhchwt,19.766483000000004
acdhchwt,6.120987899999999,aceles,9.9707357,aceles,19.766483000000004
aceles,6.120987899999999,acfewjzgpxwiq,9.9707357,acfewjzgpxwiq,19.766483000000004
acfewjzgpxwiq,6.120987899999999,acfjhkndx,9.9707357,acfjhkndx,19.766483000000004
acfjhkndx,6.120987899999999,acfuhpuga,9.9707357,acfuhpuga,19.766483000000004
acfuhpuga,6.120987899999999,acgzbyvhyco,9.9707357,acgzbyvhyco,19.766483000000004
acgzbyvhyco,6.120987899999999,acihu,9.9707357,acihu,19.766483000000004
acihu,6.120987899999999,aciwr,9.9707357,aciwr,19.766483000000004
aciwr,6.120987899999999,aclqozdspsjmkd,9.9707357,aclqozdspsjmkd,19.766483000000004
acjerhypbvtv,6.120987899999999,aclqozdspsjmkd,9.9707357,aclqozdspsjmkd,19.766483000000004
aclqozdspsjmkd,6.120987899999999,acmprsp,9.9707357,acmprsp,19.766483000000004
aclsvpn,6.120987899999999,acqlvpu,9.9707357,acqlvpu,19.766483000000004
acmprsp,6.120987899999999,acqmopkqo,9.9707357,acqmopkqo,19.766483000000004
acpixjcnzpdtt,6.120987899999999,acsluqqmxanaa,9.9707357,acsluqqmxanaa,19.766483000000004
acqlvpu,6.120987899999999,acsluqqmxanaa,9.9707357,acsluqqmxanaa,19.766483000000004
acqmopkqo,6.120987899999999,acsonk,9.9707357,acsonk,19.766483000000004
acsluqqmxanaa,6.120987899999999,acsswom,9.9707357,acsswom,19.766483000000004
acsonk,6.120987899999999,acswyol,9.9707357,acswyol,19.766483000000004
acsswom,6.120987899999999,actubpoddgobeo,9.9707357,actubpoddgobeo,19.766483000000004
acswyol,6.120987899999999,acuwhx,9.9707357,acuwhx,19.766483000000004
actubpoddgobeo,6.120987899999999,acwllgyywnzzcc,9.9707357,acwllgyywnzzcc,19.766483000000004
acuwhx,6.120987899999999,acwllgyywnzzcc,9.9707357,acwllgyywnzzcc,19.766483000000004
acwllgyywnzzcc,6.120987899999999,acwnipeyqyp,9.9707357,acwnipeyqyp,19.766483000000004
acwnipeyqyp,6.120987899999999,acwnipeyqyp,9.9707357,acwnipeyqyp,19.766483000000004
acxnitp,6.120987899999999,acxnitp,9.9707357,acxnitp,19.766483000000004
aczjhdufejxuxp,6.120987899999999,aczjhdufejxuxp,9.9707357,aczjhdufejxuxp,19.766483000000004
adbbluz,6.120987899999999,adbbluz,9.9707357,adbbluz,19.766483000000004
adbkmgwzjpkq,6.120987899999999,adbkmgwzjpkq,9.9707357,adbkmgwzjpkq,19.766483000000004
adbxroiytns,6.120987899999999,adbxroiytns,9.9707357,adbxroiytns,19.766483000000004
adcmineibktwtn,6.120987899999999,adcmineibktwtn,9.9707357,adcmineibktwtn,19.766483000000004
adfeubqtz,6.120987899999999,adfeubqtz,9.9707357,adfeubqtz,19.766483000000004
adfjvrcdeiaeva,6.120987899999999,adfjvrcdeiaeva,9.9707357,adfjvrcdeiaeva,19.766483000000004
adfnfbuar,6.120987899999999,adfnfbuar,9.9707357,adfnfbuar,19.766483000000004
adgfgutbh,6.120987899999999,adgfgutbh,9.9707357,adgfgutbh,19.766483000000004
adjehb,6.120987899999999,adjehb,9.9707357,adjehb,19.766483000000004
adjyqc,6.120987899999999,adjyqc,9.9707357,adjyqc,19.766483000000004
adkhqdqctx,6.120987899999999,adkhqdqctx,9.9707357,adkhqdqctx,19.766483000000004
adlgthjrotgrua,6.120987899999999,adkhqdqctx,9.9707357,adkhqdqctx,19.766483000000004
adokocsfi,6.120987899999999,adlgthjrotgrua,9.9707357,adlgthjrotgrua,19.766483000000004
adokpsqsoshc,6.120987899999999,adokocsfi,9.9707357,adokocsfi,19.766483000000004
adoxafalslmg,6.120987899999999,adokpsqsoshc,9.9707357,adokpsqsoshc,19.766483000000004
adpapqceqq,6.120987899999999,adoxafalslmg,9.9707357,adoxafalslmg,19.766483000000004
adploi,6.120987899999999,adpapqceqq,9.9707357,adpapqceqq,19.766483000000004
adqgwbjcpz,6.120987899999999,adploi,9.9707357,adploi,19.766483000000004
adqyuupnojd,6.120987899999999,adqgwbjcpz,9.9707357,adqgwbjcpz,19.766483000000004
adurbyuwynql,6.120987899999999,adqyuupnojd,9.9707357,adqyuupnojd,19.766483000000004
adusbnhqrwh,6.120987899999999,adurbyuwynql,9.9707357,adurbyuwynql,19.766483000000004
advjn,6.120987899999999,adusbnhqrwh,9.9707357,adusbnhqrwh,19.766483000000004
advzz,6.120987899999999,advjn,9.9707357,advjn,19.766483000000004
adzxwglzf,6.120987899999999,advzz,9.9707357,advzz,19.766483000000004
aebzfcakkfl,6.120987899999999,aebzfcakkfl,9.9707357,aebzfcakkfl,19.766483000000004
aeciraafi,6.120987899999999,aeciraafi,9.9707357,aeciraafi,19.766483000000004
aecsfen,6.120987899999999,aecsfen,9.9707357,aecsfen,19.766483000000004
aedgq,6.120987899999999,aeeenyggbwfeq,9.9707357,aeeenyggbwfeq,19.766483000000004
aedlmwrk,6.120987899999999,aeezttbevc,9.9707357,aeezttbevc,19.766483000000004
aeeenyggbwfeq,6.120987899999999,aegjkjex,9.9707357,aegjkjex,19.766483000000004
aeefmromdvvuw,6.120987899999999,aegunzoijne,9.9707357,aegunzoijne,19.766483000000004
aeezttbevc,6.120987899999999,aehxhmxmhhop,9.9707357,aehxhmxmhhop,19.766483000000004
aegjkjex,6.120987899999999,aeidumaz,9.9707357,aeidumaz,19.766483000000004
aegunzoijne,6.120987899999999,aeiepkfmdle,9.9707357,aeiepkfmdle,19.766483000000004
aehxhmxmhhop,6.120987899999999,aeixr,9.9707357,aeixr,19.766483000000004
aeidumaz,6.120987899999999,aejkmcumzm,9.9707357,aejkmcumzm,19.766483000000004
aeiepkfmdle,6.120987899999999,aekisll,9.9707357,aekisll,19.766483000000004
aeixr,6.120987899999999,aelnf,9.9707357,aelnf,19.766483000000004
aejkmcumzm,6.120987899999999,aemfmngyur,9.9707357,aemfmngyur,19.766483000000004
aekisll,6.120987899999999,aenbnjvjiqksk,9.9707357,aenbnjvjiqksk,19.766483000000004
aekqiiavl,6.120987899999999,aeojquadvpkm,9.9707357,aeojquadvpkm,19.766483000000004
aelnf,6.120987899999999,aeojquadvpkm,9.9707357,aeojquadvpkm,19.766483000000004
aemfmngyur,6.120987899999999,aeovcpcdnaa,9.9707357,aeovcpcdnaa,19.766483000000004
aenbnjvjiqksk,6.120987899999999,aeqtryreaduzr,9.9707357,aeqtryreaduzr,19.766483000000004
aeojquadvpkm,6.120987899999999,aeqtryreaduzr,9.9707357,aeqtryreaduzr,19.766483000000004
aeovcpcdnaa,6.120987899999999,aerhxlhuchtbog,9.9707357,aerhxlhuchtbog,19.766483000000004
aeqtryreaduzr,6.120987899999999,aeruh,9.9707357,aeruh,19.766483000000004
aerhxlhuchtbog,6.120987899999999,aestm,9.9707357,aestm,19.766483000000004
aeruh,6.120987899999999,aetgvzb,9.9707357,aetgvzb,19.766483000000004
aestm,6.120987899999999,aeurbmeghjns,9.9707357,aeurbmeghjns,19.766483000000004
aetgvzb,6.120987899999999,aeuxvci,9.9707357,aeuxvci,19.766483000000004
aeurbmeghjns,6.120987899999999,afasorzvjol,9.9707357,afasorzvjol,19.766483000000004
aeuxvci,6.120987899999999,afcddpskvccgnc,9.9707357,afcddpskvccgnc,19.766483000000004
afasorzvjol,6.120987899999999,afeiujshbclw,9.9707357,afeiujshbclw,19.766483000000004
afcddpskvccgnc,6.120987899999999,afeqcezwt,9.9707357,afeqcezwt,19.766483000000004
afeiujshbclw,6.120987899999999,afesqyo,9.9707357,afesqyo,19.766483000000004
afeqcezwt,6.120987899999999,afevmpjweh,9.9707357,afevmpjweh,19.766483000000004
afesqyo,6.120987899999999,afgpfawthzst,9.9707357,afgpfawthzst,19.766483000000004
afevmpjweh,6.120987899999999,afispcoouhim,9.9707357,afispcoouhim,19.766483000000004
afgpfawthzst,6.120987899999999,afkmcvzd,9.9707357,afkmcvzd,19.766483000000004
afispcoouhim,6.120987899999999,aflvgpearlcp,9.9707357,aflvgpearlcp,19.766483000000004
afkmcvzd,6.120987899999999,afmaoeanfvkeij,9.9707357,afmaoeanfvkeij,19.766483000000004
aflvgpearlcp,6.120987899999999,afmatisegilbw,9.9707357,afmatisegilbw,19.766483000000004
afmaoeanfvkeij,6.120987899999999,afmraarqrg,9.9707357,afmraarqrg,19.766483000000004
afmatisegilbw,6.120987899999999,afmtpc,9.9707357,afmtpc,19.766483000000004
afmraarqrg,6.120987899999999,afmxhbgh,9.9707357,afmxhbgh,19.766483000000004
afmtpc,6.120987899999999,afnjofkfpz,9.9707357,afnjofkfpz,19.766483000000004
afmxhbgh,6.120987899999999,afnrotghwpyy,9.9707357,afnrotghwpyy,19.766483000000004
afnjofkfpz,6.120987899999999,afoczhsqfmvxav,9.9707357,afoczhsqfmvxav,19.766483000000004
afnrotghwpyy,6.120987899999999,afpzovhyih,9.9707357,afpzovhyih,19.766483000000004
afoczhsqfmvxav,6.120987899999999,afuiiom,9.9707357,afuiiom,19.766483000000004
afoohxgr,6.120987899999999,afumbhipd,9.9707357,afumbhipd,19.766483000000004
afpzovhyih,6.120987899999999,afuwoiix,9.9707357,afuwoiix,19.766483000000004
afuiiom,6.120987899999999,afuywzfkopicf,9.9707357,afuywzfkopicf,19.766483000000004
afumbhipd,6.120987899999999,afviqbkxnvw,9.9707357,afviqbkxnvw,19.766483000000004
afuwoiix,6.120987899999999,afvneywdxurrr,9.9707357,afvneywdxurrr,19.766483000000004
afuywzfkopicf,6.120987899999999,afvsxcgevheoh,9.9707357,afvsxcgevheoh,19.766483000000004
afviqbkxnvw,6.120987899999999,afxeyoflcj,9.9707357,afxeyoflcj,19.766483000000004
afvneywdxurrr,6.120987899999999,afyge,9.9707357,afyge,19.766483000000004
afvsxcgevheoh,6.120987899999999,afyiinnasfjg,9.9707357,afyiinnasfjg,19.766483000000004
afxeyoflcj,6.120987899999999,afzbav,9.9707357,afzbav,19.766483000000004
afyge,6.120987899999999,agbhda,9.9707357,agbhda,19.766483000000004
afyiinnasfjg,6.120987899999999,agbpdg,9.9707357,agbpdg,19.766483000000004
afzbav,6.120987899999999,agbswvrrn,9.9707357,agbswvrrn,19.766483000000004
afzgjhxkphx,6.120987899999999,agbztuihp,9.9707357,agbztuihp,19.766483000000004
agbhda,6.120987899999999,agdfbpzrzvshki,9.9707357,agdfbpzrzvshki,19.766483000000004
agbpdg,6.120987899999999,agerzfixw,9.9707357,agerzfixw,19.766483000000004
agbswvrrn,6.120987899999999,agfggokssfw,9.9707357,agfggokssfw,19.766483000000004
agbztuihp,6.120987899999999,agfggokssfw,9.9707357,agfggokssfw,19.766483000000004
agdfbpzrzvshki,6.120987899999999,agftm,9.9707357,agftm,19.766483000000004
agerzfixw,6.120987899999999,aggvinvb,9.9707357,aggvinvb,19.766483000000004
agfggokssfw,6.120987899999999,aggvinvb,9.9707357,aggvinvb,19.766483000000004
agftm,6.120987899999999,aghsuq,9.9707357,aghsuq,19.766483000000004
aggvinvb,6.120987899999999,agijey,9.9707357,agijey,19.766483000000004
aghsuq,6.120987899999999,agila,9.9707357,agila,19.766483000000004
agijey,6.120987899999999,agjgadkg,9.9707357,agjgadkg,19.766483000000004
agila,6.120987899999999,agjgqf,9.9707357,agjgqf,19.766483000000004
agjgadkg,6.120987899999999,agjhdtpera,9.9707357,agjhdtpera,19.766483000000004
agjgqf,6.120987899999999,agjkhcilpn,9.9707357,agjkhcilpn,19.766483000000004
agjhdtpera,6.120987899999999,agjphpws,9.9707357,agjphpws,19.766483000000004
agjkhcilpn,6.120987899999999,agmatvenqxk,9.9707357,agmatvenqxk,19.766483000000004
agjphpws,6.120987899999999,agngttam,9.9707357,agngttam,19.766483000000004
agmatvenqxk,6.120987899999999,agoqmqiulv,9.9707357,agoqmqiulv,19.766483000000004
agngttam,6.120987899999999,agpxzfasi,9.9707357,agpxzfasi,19.766483000000004
agoqmqiulv,6.120987899999999,agqwopggb,9.9707357,agqwopggb,19.766483000000004
agpxzfasi,6.120987899999999,agrrsaamzq,9.9707357,agrrsaamzq,19.766483000000004
agqwopggb,6.120987899999999,agrrsaamzq,9.9707357,agrrsaamzq,19.766483000000004
agrrsaamzq,6.120987899999999,agszuehr,9.9707357,agszuehr,19.766483000000004
agsgvvhz,6.120987899999999,agtdfisorr,9.9707357,agtdfisorr,19.766483000000004
agszuehr,6.120987899999999,agtdfisorr,9.9707357,agtdfisorr,19.766483000000004
agtdfisorr,6.120987899999999,agtiaqpn,9.9707357,agtiaqpn,19.766483000000004
agtiaqpn,6.120987899999999,agtmetiz,9.9707357,agtmetiz,19.766483000000004
agtmetiz,6.120987899999999,aguccurriwm,9.9707357,aguccurriwm,19.766483000000004
aguccurriwm,6.120987899999999,agymwh,9.9707357,agymwh,19.766483000000004
agymwh,6.120987899999999,agymwh,9.9707357,agymwh,19.766483000000004
agzmgqn,6.120987899999999,agzmgqn,9.9707357,agzmgqn,19.766483000000004
ahcjcvvpswssf,6.120987899999999,ahcjcvvpswssf,9.9707357,ahcjcvvpswssf,19.766483000000004
ahcozf,6.120987899999999,ahcozf,9.9707357,ahcozf,19.766483000000004
ahcskm,6.120987899999999,ahcskm,9.9707357,ahcskm,19.766483000000004
ahdkixgsmxa,6.120987899999999,ahdkixgsmxa,9.9707357,ahdkixgsmxa,19.766483000000004
aheamlegetvrbo,6.120987899999999,aheamlegetvrbo,9.9707357,aheamlegetvrbo,19.766483000000004
ahfggbwr,6.120987899999999,ahfggbwr,9.9707357,ahfggbwr,19.766483000000004
ahfucrlzxsqazo,6.120987899999999,ahfucrlzxsqazo,9.9707357,ahfucrlzxsqazo,19.766483000000004
ahgugjswxhnavh,6.120987899999999,ahgugjswxhnavh,9.9707357,ahgugjswxhnavh,19.766483000000004
ahhedccif,6.120987899999999,ahhedccif,9.9707357,ahhedccif,19.766483000000004
ahhityjmnmxji,6.120987899999999,ahhityjmnmxji,9.9707357,ahhityjmnmxji,19.766483000000004
ahhxnqyszb,6.120987899999999,ahhxnqyszb,9.9707357,ahhxnqyszb,19.766483000000004
ahjwxvmr,6.120987899999999,ahjwxvmr,9.9707357,ahjwxvmr,19.766483000000004
ahkopq,6.120987899999999,ahkopq,9.9707357,ahkopq,19.766483000000004
ahlavpmjveuv,6.120987899999999,ahkopq,9.9707357,ahkopq,19.766483000000004
ahldo,6.120987899999999,ahlavpmjveuv,9.9707357,ahlavpmjveuv,19.766483000000004
ahlsylouktkxje,6.120987899999999,ahldo,9.9707357,ahldo,19.766483000000004
ahmdmdi,6.120987899999999,ahldo,9.9707357,ahldo,19.766483000000004
ahmhgezyxtijd,6.120987899999999,ahlsylouktkxje,9.9707357,ahlsylouktkxje,19.766483000000004
ahmhyx,6.120987899999999,ahmdmdi,9.9707357,ahmdmdi,19.766483000000004
ahmveptzfzsorg,6.120987899999999,ahmhgezyxtijd,9.9707357,ahmhgezyxtijd,19.766483000000004
ahnfmbmmenfuo,6.120987899999999,ahmhyx,9.9707357,ahmhyx,19.766483000000004
ahomignyebok,6.120987899999999,ahmveptzfzsorg,9.9707357,ahmveptzfzsorg,19.766483000000004
ahovmizenllo,6.120987899999999,ahnfmbmmenfuo,9.9707357,ahnfmbmmenfuo,19.766483000000004
ahpsfqpu,6.120987899999999,ahomignyebok,9.9707357,ahomignyebok,19.766483000000004
ahqmpsvsabuux,6.120987899999999,ahovmizenllo,9.9707357,ahovmizenllo,19.766483000000004
ahqxodnnldv,6.120987899999999,ahpsfqpu,9.9707357,ahpsfqpu,19.766483000000004
ahrdolkcftkp,6.120987899999999,ahqmpsvsabuux,9.9707357,ahqmpsvsabuux,19.766483000000004
ahrgjawayjczj,6.120987899999999,ahqxodnnldv,9.9707357,ahqxodnnldv,19.766483000000004
ahsbitojquivhp,6.120987899999999,ahrdolkcftkp,9.9707357,ahrdolkcftkp,19.766483000000004
ahttmo,6.120987899999999,ahrgjawayjczj,9.9707357,ahrgjawayjczj,19.766483000000004
ahukki,6.120987899999999,ahsbitojquivhp,9.9707357,ahsbitojquivhp,19.766483000000004
ahupuscknete,6.120987899999999,ahttmo,9.9707357,ahttmo,19.766483000000004
ahvczufn,6.120987899999999,ahukki,9.9707357,ahukki,19.766483000000004
ahvhyyvxxpgxvi,6.120987899999999,ahupuscknete,9.9707357,ahupuscknete,19.766483000000004
ahvqtnj,6.120987899999999,ahvczufn,9.9707357,ahvczufn,19.766483000000004
ahxasmjjbklmlv,6.120987899999999,ahvhyyvxxpgxvi,9.9707357,ahvhyyvxxpgxvi,19.766483000000004
ahysxojclkxhjm,6.120987899999999,ahvqtnj,9.9707357,ahvqtnj,19.766483000000004
ahyvptsejshhk,6.120987899999999,ahxasmjjbklmlv,9.9707357,ahxasmjjbklmlv,19.766483000000004
ahzbpadhr,6.120987899999999,ahysxojclkxhjm,9.9707357,ahysxojclkxhjm,19.766483000000004
ahzdflnazv,6.120987899999999,ahyvptsejshhk,9.9707357,ahyvptsejshhk,19.766483000000004
ahzutjzmtewps,6.120987899999999,ahzbpadhr,9.9707357,ahzbpadhr,19.766483000000004
aibavvvopzsp,6.120987899999999,ahzutjzmtewps,9.9707357,ahzutjzmtewps,19.766483000000004
aicdkpn,6.120987899999999,aibavvvopzsp,9.9707357,aibavvvopzsp,19.766483000000004
aidfifvdiury,6.120987899999999,aicdkpn,9.9707357,aicdkpn,19.766483000000004
aidoxryxg,6.120987899999999,aidfifvdiury,9.9707357,aidfifvdiury,19.766483000000004
aiettsdblaju,6.120987899999999,aidoxryxg,9.9707357,aidoxryxg,19.766483000000004
aifdqcwvg,6.120987899999999,aiettsdblaju,9.9707357,aiettsdblaju,19.766483000000004
aigkauw,6.120987899999999,aifdqcwvg,9.9707357,aifdqcwvg,19.766483000000004
aigtjdiuygxu,6.120987899999999,aigkauw,9.9707357,aigkauw,19.766483000000004
aihevbmbvljypc,6.120987899999999,aigtjdiuygxu,9.9707357,aigtjdiuygxu,19.766483000000004
aihmvwf,6.120987899999999,aihevbmbvljypc,9.9707357,aihevbmbvljypc,19.766483000000004
aikbghvklzf,6.120987899999999,aihmvwf,9.9707357,aihmvwf,19.766483000000004
aikhouzoqbixed,6.120987899999999,aikbghvklzf,9.9707357,aikbghvklzf,19.766483000000004
aikmyuzcrd,6.120987899999999,aikhouzoqbixed,9.9707357,aikhouzoqbixed,19.766483000000004
ailcjahx,6.120987899999999,aikmyuzcrd,9.9707357,aikmyuzcrd,19.766483000000004
aimbin,6.120987899999999,ailcjahx,9.9707357,ailcjahx,19.766483000000004
ainongsz,6.120987899999999,aimbin,9.9707357,aimbin,19.766483000000004
ainpnlh,6.120987899999999,ainongsz,9.9707357,ainongsz,19.766483000000004
ainur,6.120987899999999,ainongsz,9.9707357,ainongsz,19.766483000000004
aipcbyaco,6.120987899999999,ainpnlh,9.9707357,ainpnlh,19.766483000000004
aipujdvyrdosdn,6.120987899999999,ainur,9.9707357,ainur,19.766483000000004
aipykc,6.120987899999999,ainur,9.9707357,ainur,19.766483000000004
aiqkk,6.120987899999999,aipcbyaco,9.9707357,aipcbyaco,19.766483000000004
aiqolsanovjxjx,6.120987899999999,aipujdvyrdosdn,9.9707357,aipujdvyrdosdn,19.766483000000004
airpmhwlsa,6.120987899999999,aipykc,9.9707357,aipykc,19.766483000000004
airqivh,6.120987899999999,aiqolsanovjxjx,9.9707357,aiqolsanovjxjx,19.766483000000004
aisadugie,6.120987899999999,airpmhwlsa,9.9707357,airpmhwlsa,19.766483000000004
aisfypgtyuow,6.120987899999999,airqivh,9.9707357,airqivh,19.766483000000004
aisgankymign,6.120987899999999,airqivh,9.9707357,airqivh,19.766483000000004
aispmpok,6.120987899999999,aisadugie,9.9707357,aisadugie,19.766483000000004
aitdlfidskdgd,6.120987899999999,aisfypgtyuow,9.9707357,aisfypgtyuow,19.766483000000004
aiuizefijbwuqb,6.120987899999999,aisgankymign,9.9707357,aisgankymign,19.766483000000004
aivvrdmlvgafr,6.120987899999999,aispmpok,9.9707357,aispmpok,19.766483000000004
aizdac,6.120987899999999,aitdlfidskdgd,9.9707357,aitdlfidskdgd,19.766483000000004
ajcldfcv,6.120987899999999,aiuizefijbwuqb,9.9707357,aiuizefijbwuqb,19.766483000000004
ajgbmek,6.120987899999999,aiuizefijbwuqb,9.9707357,aiuizefijbwuqb,19.766483000000004
ajgmkgasxqnbb,6.120987899999999,aivvrdmlvgafr,9.9707357,aivvrdmlvgafr,19.766483000000004
ajiemh,6.120987899999999,ajcldfcv,9.9707357,ajcldfcv,19.766483000000004
ajjlw,6.120987899999999,ajgbmek,9.9707357,ajgbmek,19.766483000000004
ajjlzlv,6.120987899999999,ajgmkgasxqnbb,9.9707357,ajgmkgasxqnbb,19.766483000000004
ajkriejfekwc,6.120987899999999,ajjlw,9.9707357,ajjlw,19.766483000000004
ajljby,6.120987899999999,ajjlzlv,9.9707357,ajjlzlv,19.766483000000004
ajlycafgmmpbda,6.120987899999999,ajkriejfekwc,9.9707357,ajkriejfekwc,19.766483000000004
ajmykntm,6.120987899999999,ajkriejfekwc,9.9707357,ajkriejfekwc,19.766483000000004
ajnaukbnm,6.120987899999999,ajljby,9.9707357,ajljby,19.766483000000004
ajnebiakm,6.120987899999999,ajlycafgmmpbda,9.9707357,ajlycafgmmpbda,19.766483000000004
ajngerj,6.120987899999999,ajmykntm,9.9707357,ajmykntm,19.766483000000004
ajozeokxxd,6.120987899999999,ajnaukbnm,9.9707357,ajnaukbnm,19.766483000000004
ajpktwgnsdayc,6.120987899999999,ajnebiakm,9.9707357,ajnebiakm,19.766483000000004
